audience,bias,message,source,author_position,author_state,author_gender,author_party,bias_neutral,bias_partisan,text_length
0,neutral,support,twitter,Representative,Texas,M,Democrat,1,0,139
0,neutral,information,twitter,Representative,Indiana,M,Republican,1,0,108
0,neutral,information,twitter,Representative,Illinois,M,Republican,1,0,128
0,partisan,policy,twitter,Representative,North Carolina,F,Republican,0,1,143
0,partisan,policy,twitter,Senator,Wyoming,M,Republican,0,1,138
0,neutral,policy,twitter,Representative,Ohio,M,Democrat,1,0,137
1,partisan,policy,twitter,Senator,Missouri,M,Republican,0,1,128
1,neutral,personal,twitter,Representative,Illinois,M,Republican,1,0,96
0,neutral,personal,twitter,Representative,California,M,Democrat,1,0,133
0,neutral,support,twitter,Senator,Louisiana,F,Democrat,1,0,140
0,neutral,policy,twitter,Representative,New York,M,Democrat,1,0,150
0,neutral,information,twitter,Representative,Texas,M,Democrat,1,0,102
0,partisan,attack,twitter,Representative,New York,M,Republican,0,1,130
0,partisan,personal,twitter,Representative,Alabama,F,Republican,0,1,143
1,neutral,constituency,twitter,Representative,South Dakota,F,Republican,1,0,142
0,neutral,constituency,twitter,Representative,Arkansas,M,Republican,1,0,142
1,neutral,policy,twitter,Representative,Missouri,M,Democrat,1,0,145
1,neutral,constituency,twitter,Representative,Oregon,M,Republican,1,0,92
0,neutral,support,twitter,Senator,West Virginia,M,Democrat,1,0,98
0,partisan,policy,twitter,Senator,New Jersey,M,Democrat,0,1,138
1,neutral,mobilization,twitter,Representative,California,M,Democrat,1,0,116
0,neutral,policy,twitter,Senator,Iowa,M,Democrat,1,0,142
0,neutral,policy,twitter,Representative,California,M,Democrat,1,0,136
1,neutral,information,twitter,Senator,Louisiana,F,Democrat,1,0,136
0,neutral,policy,twitter,Representative,California,M,Republican,1,0,21
0,neutral,media,twitter,Representative,Texas,M,Democrat,1,0,45
1,neutral,personal,twitter,Representative,Minnesota,F,Democrat,1,0,129
1,partisan,media,twitter,Senator,Georgia,M,Republican,0,1,120
0,partisan,attack,twitter,Representative,Michigan,M,Republican,0,1,140
0,partisan,policy,twitter,Representative,Illinois,M,Democrat,0,1,121
0,neutral,support,twitter,Representative,Ohio,M,Republican,1,0,141
0,neutral,other,twitter,Senator,Wisconsin,F,Democrat,1,0,136
0,neutral,personal,twitter,Representative,Tennessee,M,Republican,1,0,104
1,neutral,media,twitter,Representative,Texas,M,Republican,1,0,95
0,neutral,personal,twitter,Representative,Connecticut,M,Democrat,1,0,25
1,partisan,support,twitter,Representative,Illinois,F,Democrat,0,1,79
0,partisan,support,twitter,Representative,Michigan,M,Republican,0,1,125
0,partisan,policy,twitter,Senator,Vermont,M,Independent,0,1,58
0,partisan,policy,twitter,Representative,South Carolina,M,Republican,0,1,132
0,partisan,policy,twitter,Senator,Illinois,M,Democrat,0,1,131
0,neutral,policy,twitter,Representative,New Jersey,M,Republican,1,0,129
0,neutral,personal,twitter,Representative,Texas,M,Republican,1,0,120
1,neutral,personal,twitter,Representative,Texas,M,Republican,1,0,112
0,neutral,policy,twitter,Senator,Kentucky,M,Republican,1,0,124
0,partisan,attack,twitter,Representative,Louisiana,M,Republican,0,1,114
0,neutral,support,twitter,Senator,Minnesota,M,Democrat,1,0,128
0,partisan,policy,twitter,Senator,New York,F,Democrat,0,1,138
0,neutral,policy,twitter,Representative,Florida,F,Republican,1,0,125
0,neutral,support,twitter,Representative,California,F,Democrat,1,0,116
1,neutral,constituency,twitter,Representative,California,M,Democrat,1,0,140
0,neutral,media,twitter,Senator,Vermont,M,Democrat,1,0,136
0,neutral,support,twitter,Representative,New York,F,Democrat,1,0,137
0,neutral,media,twitter,Senator,Idaho,M,Republican,1,0,134
0,partisan,support,twitter,Representative,Massachusetts,M,Democrat,0,1,135
0,neutral,support,twitter,Representative,Colorado,M,Republican,1,0,143
0,neutral,personal,twitter,Representative,Indiana,F,Democrat,1,0,59
0,neutral,personal,twitter,Representative,Florida,F,Democrat,1,0,133
0,neutral,information,twitter,Representative,Arizona,M,Republican,1,0,139
1,partisan,mobilization,twitter,Representative,Kentucky,M,Republican,0,1,144
0,partisan,information,twitter,Representative,Connecticut,F,Democrat,0,1,122
0,partisan,policy,twitter,Representative,Missouri,F,Republican,0,1,124
0,neutral,media,twitter,Representative,Michigan,M,Republican,1,0,140
0,neutral,policy,twitter,Representative,Michigan,M,Democrat,1,0,96
0,partisan,policy,twitter,Senator,Texas,M,Republican,0,1,77
0,neutral,support,twitter,Senator,Mississippi,M,Republican,1,0,94
0,partisan,support,twitter,Representative,Indiana,M,Democrat,0,1,138
0,partisan,policy,twitter,Representative,Massachusetts,M,Democrat,0,1,132
0,neutral,information,twitter,Representative,New Mexico,M,Republican,1,0,106
0,neutral,support,twitter,Senator,Maine,F,Republican,1,0,136
0,neutral,support,twitter,Representative,Illinois,M,Republican,1,0,122
0,neutral,other,twitter,Representative,North Carolina,M,Republican,1,0,138
0,neutral,personal,twitter,Representative,Illinois,M,Democrat,1,0,139
0,neutral,policy,twitter,Representative,Pennsylvania,M,Republican,1,0,140
0,partisan,policy,twitter,Senator,Maryland,F,Democrat,0,1,139
0,partisan,mobilization,twitter,Senator,Missouri,F,Democrat,0,1,140
0,neutral,personal,twitter,Senator,New Jersey,M,Democrat,1,0,93
1,neutral,personal,twitter,Representative,Ohio,M,Republican,1,0,132
0,neutral,information,twitter,Senator,Kentucky,M,Republican,1,0,105
0,partisan,policy,twitter,Representative,California,F,Democrat,0,1,140
0,partisan,policy,twitter,Representative,Oklahoma,M,Republican,0,1,101
0,partisan,policy,twitter,Representative,Ohio,M,Republican,0,1,139
0,partisan,support,twitter,Representative,California,M,Democrat,0,1,139
0,partisan,policy,twitter,Representative,Louisiana,M,Democrat,0,1,134
1,neutral,media,twitter,Representative,Washington,M,Democrat,1,0,35
1,partisan,mobilization,twitter,Senator,Minnesota,M,Democrat,0,1,144
0,neutral,media,twitter,Representative,Texas,M,Republican,1,0,128
0,partisan,attack,twitter,Representative,Florida,M,Republican,0,1,137
0,neutral,policy,twitter,Representative,New York,M,Democrat,1,0,137
0,partisan,policy,twitter,Representative,New York,M,Democrat,0,1,138
0,neutral,personal,twitter,Representative,Florida,F,Republican,1,0,125
1,neutral,personal,twitter,Representative,Connecticut,F,Democrat,1,0,108
0,neutral,support,twitter,Representative,Texas,M,Republican,1,0,142
0,partisan,policy,twitter,Senator,New York,F,Democrat,0,1,140
0,neutral,personal,twitter,Representative,Indiana,M,Republican,1,0,117
0,partisan,attack,twitter,Representative,Texas,M,Republican,0,1,120
0,partisan,policy,twitter,Representative,Michigan,M,Republican,0,1,135
0,neutral,constituency,twitter,Representative,Arizona,M,Republican,1,0,138
0,partisan,personal,twitter,Representative,Texas,M,Republican,0,1,140
0,partisan,attack,twitter,Representative,Pennsylvania,M,Democrat,0,1,126
0,partisan,attack,twitter,Senator,Kentucky,M,Republican,0,1,138
0,partisan,information,twitter,Representative,Ohio,M,Republican,0,1,88
0,neutral,media,twitter,Senator,Kentucky,M,Republican,1,0,142
0,neutral,support,twitter,Representative,Texas,M,Democrat,1,0,141
1,neutral,personal,twitter,Representative,Texas,M,Republican,1,0,135
0,neutral,support,twitter,Representative,Arizona,M,Republican,1,0,129
0,neutral,support,twitter,Representative,Florida,M,Republican,1,0,143
0,partisan,support,twitter,Representative,Virginia,M,Republican,0,1,114
0,partisan,policy,twitter,Representative,West Virginia,M,Republican,0,1,71
0,neutral,personal,twitter,Representative,Maryland,M,Democrat,1,0,116
0,partisan,policy,twitter,Representative,California,M,Democrat,0,1,140
1,neutral,personal,twitter,Representative,Massachusetts,M,Democrat,1,0,118
1,neutral,mobilization,twitter,Representative,New Mexico,F,Democrat,1,0,108
0,neutral,personal,twitter,Senator,Delaware,M,Democrat,1,0,121
0,partisan,policy,twitter,Senator,Colorado,M,Democrat,0,1,146
0,neutral,information,twitter,Representative,Texas,F,Democrat,1,0,137
0,neutral,policy,twitter,Representative,Washington,F,Republican,1,0,138
1,neutral,information,twitter,Representative,Arizona,M,Democrat,1,0,140
0,neutral,other,twitter,Senator,Indiana,M,Republican,1,0,141
0,partisan,mobilization,twitter,Representative,Tennessee,M,Republican,0,1,128
1,neutral,constituency,twitter,Senator,South Dakota,M,Republican,1,0,120
0,neutral,support,twitter,Representative,New York,M,Republican,1,0,132
1,partisan,policy,twitter,Representative,Arizona,M,Democrat,0,1,68
0,partisan,personal,twitter,Senator,New Jersey,M,Democrat,0,1,91
0,partisan,support,twitter,Representative,New York,M,Democrat,0,1,140
0,neutral,policy,twitter,Representative,New York,M,Republican,1,0,138
0,neutral,policy,twitter,Senator,Idaho,M,Republican,1,0,142
0,neutral,personal,twitter,Representative,California,F,Democrat,1,0,116
0,neutral,policy,twitter,Representative,Texas,M,Republican,1,0,53
1,neutral,other,twitter,Representative,South Carolina,M,Republican,1,0,59
0,neutral,information,twitter,Representative,Ohio,M,Republican,1,0,93
0,partisan,policy,twitter,Representative,Kansas,M,Republican,0,1,132
0,neutral,information,twitter,Representative,Missouri,M,Democrat,1,0,115
0,neutral,media,twitter,Senator,Delaware,M,Democrat,1,0,140
0,neutral,media,twitter,Representative,California,M,Republican,1,0,138
0,neutral,support,twitter,Representative,Indiana,F,Republican,1,0,120
1,neutral,mobilization,twitter,Representative,Kansas,M,Republican,1,0,137
0,partisan,policy,twitter,Representative,Ohio,F,Democrat,0,1,127
0,neutral,policy,twitter,Representative,New York,F,Democrat,1,0,89
0,neutral,policy,twitter,Representative,Colorado,M,Republican,1,0,135
0,partisan,policy,twitter,Representative,Virginia,M,Democrat,0,1,85
0,neutral,support,twitter,Representative,California,F,Democrat,1,0,140
0,partisan,information,twitter,Representative,California,M,Republican,0,1,139
0,neutral,media,twitter,Representative,Texas,M,Republican,1,0,118
1,neutral,personal,twitter,Representative,Texas,F,Republican,1,0,117
0,neutral,personal,twitter,Representative,New Hampshire,F,Democrat,1,0,138
0,neutral,support,twitter,Representative,New York,F,Democrat,1,0,105
0,neutral,support,twitter,Representative,Iowa,M,Democrat,1,0,107
0,partisan,support,twitter,Representative,New York,M,Democrat,0,1,132
0,neutral,media,twitter,Representative,California,M,Republican,1,0,77
0,neutral,personal,twitter,Representative,Indiana,M,Republican,1,0,142
1,neutral,support,twitter,Representative,New York,M,Democrat,1,0,123
0,neutral,information,twitter,Representative,Texas,M,Democrat,1,0,120
0,neutral,mobilization,twitter,Representative,California,M,Democrat,1,0,144
0,neutral,policy,twitter,Representative,Georgia,M,Republican,1,0,138
0,neutral,support,twitter,Representative,North Carolina,M,Republican,1,0,57
0,partisan,policy,twitter,Representative,Illinois,F,Democrat,0,1,43
0,neutral,information,twitter,Representative,Michigan,M,Republican,1,0,132
0,neutral,personal,twitter,Representative,Florida,F,Democrat,1,0,98
0,neutral,personal,twitter,Representative,Florida,F,Democrat,1,0,138
0,neutral,information,twitter,Representative,Pennsylvania,M,Republican,1,0,108
1,neutral,personal,twitter,Representative,California,F,Democrat,1,0,14
0,neutral,policy,twitter,Senator,Indiana,M,Democrat,1,0,134
0,neutral,personal,twitter,Senator,Wyoming,M,Republican,1,0,132
1,neutral,constituency,twitter,Senator,South Carolina,M,Republican,1,0,127
0,neutral,policy,twitter,Senator,Vermont,M,Independent,1,0,100
0,neutral,support,twitter,Representative,California,M,Republican,1,0,101
1,partisan,constituency,twitter,Senator,Louisiana,M,Republican,0,1,133
0,neutral,policy,twitter,Senator,Minnesota,F,Democrat,1,0,137
1,neutral,policy,twitter,Representative,Texas,M,Republican,1,0,106
0,partisan,policy,twitter,Representative,Rhode Island,M,Democrat,0,1,121
0,partisan,support,twitter,Representative,California,M,Democrat,0,1,140
0,neutral,personal,twitter,Representative,Maryland,M,Democrat,1,0,98
0,partisan,attack,twitter,Representative,Ohio,M,Republican,0,1,93
0,neutral,media,twitter,Representative,Tennessee,F,Republican,1,0,110
0,neutral,media,twitter,Representative,California,M,Republican,1,0,138
0,partisan,support,twitter,Senator,Utah,M,Republican,0,1,103
0,partisan,support,twitter,Representative,Indiana,M,Republican,0,1,118
0,partisan,policy,twitter,Representative,North Carolina,M,Republican,0,1,127
0,neutral,personal,twitter,Representative,Florida,M,Democrat,1,0,118
1,partisan,constituency,twitter,Senator,Louisiana,F,Democrat,0,1,140
0,partisan,policy,twitter,Senator,West Virginia,M,Democrat,0,1,139
1,neutral,media,twitter,Senator,Kentucky,M,Republican,1,0,125
0,neutral,information,twitter,Senator,Colorado,M,Democrat,1,0,131
1,neutral,personal,twitter,Representative,California,M,Democrat,1,0,73
0,neutral,policy,twitter,Representative,Ohio,M,Republican,1,0,120
0,neutral,support,twitter,Representative,Florida,M,Republican,1,0,135
0,neutral,media,twitter,Representative,California,F,Democrat,1,0,129
0,neutral,personal,twitter,Representative,Texas,M,Democrat,1,0,95
1,neutral,personal,twitter,Senator,Connecticut,M,Democrat,1,0,136
0,neutral,media,twitter,Senator,Wyoming,M,Republican,1,0,133
1,partisan,policy,twitter,Representative,Illinois,M,Democrat,0,1,140
0,partisan,policy,twitter,Representative,Arizona,M,Democrat,0,1,142
0,neutral,mobilization,twitter,Representative,South Carolina,M,Republican,1,0,136
0,neutral,support,twitter,Representative,Georgia,M,Republican,1,0,138
0,neutral,information,twitter,Senator,Idaho,M,Republican,1,0,121
0,neutral,information,twitter,Representative,Pennsylvania,M,Democrat,1,0,98
0,neutral,personal,twitter,Senator,New Jersey,M,Democrat,1,0,143
1,partisan,policy,twitter,Representative,Florida,F,Democrat,0,1,139
0,neutral,support,twitter,Representative,Massachusetts,M,Democrat,1,0,143
0,partisan,media,twitter,Representative,Tennessee,F,Republican,0,1,131
0,partisan,policy,twitter,Senator,California,F,Democrat,0,1,143
1,neutral,support,twitter,Senator,New Jersey,M,Democrat,1,0,133
0,neutral,mobilization,twitter,Representative,Utah,M,Republican,1,0,136
0,partisan,attack,twitter,Senator,New Hampshire,F,Republican,0,1,100
1,partisan,personal,twitter,Representative,Texas,M,Democrat,0,1,104
0,partisan,support,twitter,Representative,Massachusetts,M,Democrat,0,1,129
0,neutral,support,twitter,Senator,Colorado,M,Democrat,1,0,143
0,neutral,information,twitter,Representative,New York,F,Democrat,1,0,96
1,neutral,constituency,twitter,Representative,New Jersey,M,Republican,1,0,142
0,partisan,personal,twitter,Senator,Connecticut,M,Democrat,0,1,141
0,neutral,personal,twitter,Representative,Texas,M,Republican,1,0,124
0,neutral,personal,twitter,Representative,North Carolina,M,Republican,1,0,130
0,neutral,personal,twitter,Representative,Texas,M,Republican,1,0,42
0,partisan,policy,twitter,Representative,Arizona,M,Democrat,0,1,136
1,neutral,personal,twitter,Representative,Florida,M,Republican,1,0,97
0,neutral,information,twitter,Representative,New York,F,Democrat,1,0,49
0,partisan,attack,twitter,Representative,Utah,M,Republican,0,1,71
0,neutral,support,twitter,Representative,Texas,M,Republican,1,0,119
0,neutral,personal,twitter,Representative,Florida,M,Republican,1,0,89
0,partisan,policy,twitter,Senator,Connecticut,M,Democrat,0,1,86
0,neutral,personal,twitter,Representative,Georgia,M,Democrat,1,0,112
0,neutral,information,twitter,Senator,Arkansas,M,Democrat,1,0,120
0,neutral,support,twitter,Senator,Michigan,M,Democrat,1,0,85
1,partisan,constituency,twitter,Representative,California,F,Democrat,0,1,140
1,neutral,information,twitter,Representative,Ohio,M,Republican,1,0,127
0,neutral,personal,twitter,Senator,Arizona,M,Republican,1,0,142
0,neutral,media,twitter,Representative,South Carolina,M,Republican,1,0,84
0,partisan,mobilization,twitter,Senator,Texas,M,Republican,0,1,117
0,neutral,support,twitter,Senator,Texas,M,Republican,1,0,38
0,neutral,personal,twitter,Representative,Maryland,M,Democrat,1,0,138
0,neutral,personal,twitter,Representative,Pennsylvania,M,Republican,1,0,112
0,partisan,policy,twitter,Representative,Kansas,M,Republican,0,1,125
0,neutral,media,twitter,Representative,Virginia,M,Republican,1,0,67
0,neutral,information,twitter,Representative,Nevada,M,Republican,1,0,139
0,neutral,support,twitter,Senator,Rhode Island,M,Democrat,1,0,138
0,neutral,personal,twitter,Representative,North Carolina,M,Democrat,1,0,94
0,partisan,support,twitter,Representative,Washington,F,Republican,0,1,142
1,neutral,personal,twitter,Representative,Alabama,F,Democrat,1,0,61
0,partisan,policy,twitter,Representative,Georgia,M,Democrat,0,1,136
0,neutral,support,twitter,Representative,Delaware,M,Democrat,1,0,148
1,neutral,personal,twitter,Representative,Arizona,M,Republican,1,0,137
